PRIM_STATE,AREA,AREA_NAME,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",51-7011,Cabinetmakers and Bench Carpenters,detailed,380,12.8,0.378,0.56,16.61,"34,560",6.1,9.75,12.97,14.98,19.94,24.90,"20,280","26,980","31,170","41,470","51,790",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",51-7021,Furniture Finishers,detailed,40,42.1,0.041,0.34,15.16,"31,520",8.3,9.62,11.03,13.31,15.97,26.72,"20,020","22,940","27,690","33,220","55,570",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",detailed,140,25.5,0.137,0.39,15.58,"32,400",9.2,9.64,11.27,15.86,18.54,22.32,"20,050","23,440","32,980","38,550","46,430",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",51-8012,Power Distributors and Dispatchers,detailed,40,16.7,0.038,0.45,38.17,"79,400",11.0,19.54,25.55,39.68,48.53,57.30,"40,630","53,150","82,540","100,940","119,170",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",51-8013,Power Plant Operators,detailed,70,13.6,0.070,0.26,42.67,"88,760",10.3,22.88,34.23,42.34,51.79,63.75,"47,590","71,210","88,060","107,720","132,590",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",51-8021,Stationary Engineers and Boiler Operators,detailed,**,**,**,**,34.76,"72,300",5.2,26.74,30.17,35.00,39.05,44.47,"55,620","62,760","72,790","81,220","92,500",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",51-8031,Water and Wastewater Treatment Plant and System Operators,detailed,450,16.7,0.444,0.53,35.22,"73,260",3.9,20.79,27.39,35.36,44.13,48.89,"43,250","56,970","73,540","91,780","101,700",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",51-8091,Chemical Plant and System Operators,detailed,**,**,**,**,26.18,"54,460",3.3,19.01,22.25,26.31,29.81,34.78,"39,550","46,280","54,720","62,010","72,350",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",51-8092,Gas Plant Operators,detailed,30,29.2,0.032,0.26,32.68,"67,970",24.5,15.95,17.41,28.92,49.23,55.78,"33,180","36,220","60,160","102,400","116,030",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",51-8099,"Plant and System Operators, All Other",detailed,40,31.4,0.037,0.45,40.07,"83,350",6.3,27.90,32.11,37.67,50.03,56.50,"58,020","66,780","78,350","104,070","117,510",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",51-9011,Chemical Equipment Operators and Tenders,detailed,120,17.1,0.114,0.23,21.97,"45,700",6.7,15.02,17.04,20.31,25.17,33.18,"31,240","35,450","42,240","52,360","69,020",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",detailed,210,34.0,0.209,0.60,24.25,"50,450",4.7,12.24,15.10,24.96,30.18,36.28,"25,450","31,400","51,910","62,770","75,460",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",detailed,170,26.5,0.170,0.75,20.23,"42,070",7.0,10.67,13.47,19.81,26.02,30.73,"22,180","28,020","41,200","54,130","63,920",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",51-9022,"Grinding and Polishing Workers, Hand",detailed,260,22.0,0.252,1.24,13.50,"28,070",6.3,9.39,10.21,12.72,14.68,19.03,"19,540","21,230","26,450","30,540","39,590",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",detailed,510,34.0,0.500,0.53,17.88,"37,190",5.4,11.42,13.15,15.21,21.62,29.49,"23,760","27,360","31,640","44,960","61,340",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",detailed,180,26.8,0.177,0.38,16.97,"35,290",11.0,9.53,11.68,15.73,22.05,26.45,"19,820","24,300","32,730","45,870","55,010",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",detailed,**,**,**,**,13.03,"27,090",17.0,9.70,10.26,11.18,12.69,20.65,"20,190","21,340","23,260","26,400","42,950",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",detailed,"4,350",8.6,4.304,1.17,22.84,"47,510",1.9,12.70,16.11,21.09,28.51,36.39,"26,420","33,500","43,870","59,300","75,690",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",51-9071,Jewelers and Precious Stone and Metal Workers,detailed,**,**,**,**,18.34,"38,140",18.1,10.45,12.33,14.36,25.70,30.36,"21,730","25,650","29,860","53,460","63,140",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",51-9081,Dental Laboratory Technicians,detailed,190,18.3,0.183,0.67,25.51,"53,060",7.4,15.65,22.87,26.20,28.67,30.15,"32,540","47,570","54,500","59,620","62,700",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",51-9082,Medical Appliance Technicians,detailed,170,5.1,0.168,1.58,21.27,"44,250",8.7,15.01,16.56,19.36,23.31,32.32,"31,220","34,450","40,260","48,490","67,230",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",51-9083,Ophthalmic Laboratory Technicians,detailed,70,44.3,0.073,0.36,*,*,*,*,*,*,*,*,*,*,*,*,*,,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",51-9111,Packaging and Filling Machine Operators and Tenders,detailed,"1,610",17.3,1.594,0.58,14.50,"30,160",6.2,9.35,10.41,12.37,17.12,22.62,"19,450","21,660","25,730","35,600","47,060",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",51-9121,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",detailed,340,21.4,0.338,0.53,18.01,"37,450",6.0,12.23,14.37,16.77,18.80,25.67,"25,450","29,890","34,880","39,100","53,390",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",51-9122,"Painters, Transportation Equipment",detailed,360,14.3,0.358,0.95,23.88,"49,670",4.6,15.16,18.91,23.07,28.51,35.08,"31,530","39,340","47,980","59,300","72,970",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",51-9141,Semiconductor Processors,detailed,"2,330",12.0,2.304,13.11,18.80,"39,100",2.6,12.40,14.32,18.20,22.30,26.70,"25,780","29,780","37,860","46,390","55,540",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",51-9151,Photographic Process Workers and Processing Machine Operators,detailed,180,37.0,0.176,1.01,14.92,"31,040",3.9,10.28,11.63,14.49,17.69,20.23,"21,390","24,200","30,130","36,800","42,080",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",detailed,280,16.3,0.280,2.21,14.31,"29,770",12.3,9.96,10.70,11.90,19.08,22.14,"20,720","22,250","24,760","39,680","46,060",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",detailed,190,44.6,0.185,0.66,17.92,"37,280",10.5,11.36,14.48,19.25,21.69,23.15,"23,630","30,130","40,050","45,110","48,150",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",51-9196,"Paper Goods Machine Setters, Operators, and Tenders",detailed,80,37.7,0.076,0.11,18.72,"38,940",11.6,13.07,14.78,18.37,22.23,26.33,"27,180","30,740","38,220","46,240","54,760",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",51-9198,Helpers--Production Workers,detailed,"1,750",16.8,1.734,0.54,13.29,"27,640",3.1,9.37,9.86,12.60,15.75,18.41,"19,480","20,500","26,200","32,760","38,300",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",51-9199,"Production Workers, All Other",detailed,770,16.7,0.763,0.43,16.36,"34,020",5.8,9.18,9.63,13.36,20.56,30.03,"19,090","20,030","27,780","42,760","62,450",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",53-0000,Transportation and Material Moving Occupations,major,"37,740",6.6,37.300,0.54,17.32,"36,020",2.3,9.77,11.52,15.21,21.08,28.47,"20,310","23,970","31,640","43,850","59,220",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",53-1011,Aircraft Cargo Handling Supervisors,detailed,40,9.0,0.040,0.82,24.27,"50,470",4.3,16.05,20.60,25.47,28.78,30.74,"33,380","42,850","52,980","59,870","63,940",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",53-1021,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",detailed,650,36.9,0.639,0.50,23.34,"48,540",3.1,14.46,17.38,21.71,27.59,34.96,"30,080","36,160","45,150","57,390","72,720",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",53-1031,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,detailed,740,8.6,0.735,0.50,34.18,"71,090",2.9,20.18,26.58,34.32,42.00,47.35,"41,980","55,290","71,390","87,350","98,480",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",53-2012,Commercial Pilots,detailed,80,10.1,0.074,0.26,*,"59,760",9.1,*,*,*,*,*,"34,180","38,340","46,890","81,500","95,470",TRUE,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",53-2022,Airfield Operations Specialists,detailed,40,18.3,0.044,0.76,37.70,"78,420",3.1,30.91,33.10,36.72,42.19,47.76,"64,280","68,850","76,380","87,760","99,340",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",53-3021,"Bus Drivers, Transit and Intercity",detailed,"1,330",9.1,1.314,1.07,26.10,"54,290",10.3,15.74,18.98,26.98,33.71,36.59,"32,750","39,480","56,120","70,130","76,100",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",53-3022,"Bus Drivers, School or Special Client",detailed,920,12.1,0.912,0.25,17.82,"37,070",4.8,12.41,14.57,17.90,21.35,23.53,"25,810","30,300","37,230","44,410","48,950",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",53-3031,Driver/Sales Workers,detailed,"2,000",22.1,1.980,0.65,15.47,"32,170",5.1,9.47,10.81,13.98,19.03,23.90,"19,700","22,490","29,080","39,580","49,710",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",53-3032,Heavy and Tractor-Trailer Truck Drivers,detailed,"4,710",22.3,4.656,0.38,20.79,"43,250",2.8,14.85,16.64,19.89,23.37,30.91,"30,900","34,600","41,370","48,620","64,300",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",53-3033,Light Truck or Delivery Services Drivers,detailed,"3,770",7.9,3.724,0.62,18.60,"38,690",5.4,10.87,12.85,16.64,22.89,31.33,"22,620","26,730","34,610","47,610","65,170",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",53-3041,Taxi Drivers and Chauffeurs,detailed,660,11.2,0.648,0.49,14.25,"29,640",4.2,9.71,11.32,13.43,16.00,21.08,"20,200","23,550","27,930","33,270","43,850",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",53-3099,"Motor Vehicle Operators, All Other",detailed,310,14.5,0.302,0.77,22.71,"47,240",6.6,11.35,19.42,25.27,27.94,29.65,"23,600","40,390","52,570","58,120","61,670",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",53-6021,Parking Lot Attendants,detailed,740,24.5,0.727,0.70,10.85,"22,560",2.4,9.29,9.49,10.15,11.40,13.15,"19,310","19,750","21,110","23,720","27,350",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",53-6031,Automotive and Watercraft Service Attendants,detailed,200,45.5,0.197,0.25,11.64,"24,210",3.9,9.43,9.88,10.84,11.80,14.75,"19,610","20,540","22,540","24,540","30,680",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",53-6041,Traffic Technicians,detailed,**,**,**,**,25.91,"53,890",7.8,16.31,18.48,25.67,30.88,38.95,"33,920","38,440","53,400","64,230","81,020",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",53-6099,"Transportation Workers, All Other",detailed,**,**,**,**,17.94,"37,310",3.9,13.82,15.55,17.05,18.56,26.49,"28,740","32,330","35,470","38,610","55,100",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",53-7011,Conveyor Operators and Tenders,detailed,40,17.5,0.041,0.17,20.92,"43,510",19.3,14.88,15.77,17.21,18.66,49.07,"30,940","32,810","35,800","38,800","102,070",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",53-7021,Crane and Tower Operators,detailed,**,**,**,**,34.34,"71,430",7.6,19.12,22.63,39.24,44.81,48.00,"39,760","47,060","81,620","93,210","99,830",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",53-7032,Excavating and Loading Machine and Dragline Operators,detailed,50,44.8,0.045,0.13,*,*,*,*,*,*,*,*,*,*,*,*,*,,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",53-7051,Industrial Truck and Tractor Operators,detailed,"1,560",17.9,1.540,0.39,18.82,"39,140",2.3,11.99,15.01,18.85,22.31,25.26,"24,930","31,220","39,210","46,410","52,550",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",53-7061,Cleaners of Vehicles and Equipment,detailed,"1,850",10.2,1.832,0.75,12.01,"24,970",4.2,9.24,9.48,10.85,13.59,16.65,"19,210","19,720","22,580","28,260","34,620",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",detailed,"12,060",13.8,11.916,0.66,14.80,"30,780",1.4,9.83,11.15,13.56,17.19,22.45,"20,440","23,200","28,200","35,750","46,690",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",53-7063,Machine Feeders and Offbearers,detailed,**,**,**,**,14.12,"29,370",8.0,9.28,9.80,12.52,16.79,22.85,"19,300","20,380","26,040","34,920","47,530",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",53-7064,"Packers and Packagers, Hand",detailed,"3,830",22.1,3.782,0.73,12.48,"25,960",1.8,9.38,9.90,11.32,13.94,17.85,"19,500","20,600","23,540","29,000","37,130",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",53-7081,Refuse and Recyclable Material Collectors,detailed,"1,010",15.8,0.999,1.21,21.77,"45,270",7.9,9.68,15.21,21.84,27.81,34.53,"20,130","31,640","45,420","57,850","71,810",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",53-7199,"Material Moving Workers, All Other",detailed,120,15.7,0.115,0.73,24.33,"50,610",10.5,10.67,14.84,23.93,31.04,39.01,"22,200","30,870","49,770","64,570","81,140",,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
CA,36084,"Oakland-Hayward-Berkeley, CA Metropolitan Division",47-0000,Construction and Extraction Occupations,major,"48,530",2.7,46.043,1.16,30.71,"63,890",1.6,15.90,20.49,28.70,39.17,48.47,"33,060","42,630","59,690","81,460","100,810",,
CA,36084,"Oakland-Hayward-Berkeley, CA Metropolitan Division",47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,detailed,"3,800",7.5,3.609,0.96,39.95,"83,100",1.6,25.24,30.99,38.90,46.92,59.73,"52,500","64,470","80,900","97,600","124,230",,
CA,36084,"Oakland-Hayward-Berkeley, CA Metropolitan Division",47-2011,Boilermakers,detailed,100,34.4,0.093,0.78,36.03,"74,950",3.3,26.28,31.59,36.15,41.39,45.98,"54,670","65,700","75,180","86,080","95,640",,
CA,36084,"Oakland-Hayward-Berkeley, CA Metropolitan Division",47-2021,Brickmasons and Blockmasons,detailed,260,45.3,0.250,0.56,34.13,"70,990",6.6,23.83,27.16,33.98,42.76,46.69,"49,570","56,500","70,670","88,940","97,110",,
CA,36084,"Oakland-Hayward-Berkeley, CA Metropolitan Division",47-2031,Carpenters,detailed,"7,710",7.4,7.320,1.58,30.64,"63,730",3.2,16.59,22.41,29.63,39.52,46.03,"34,500","46,620","61,630","82,210","95,750",,
CA,36084,"Oakland-Hayward-Berkeley, CA Metropolitan Division",47-2041,Carpet Installers,detailed,740,23.2,0.705,3.77,33.92,"70,550",10.0,12.76,23.17,36.84,43.81,47.54,"26,550","48,200","76,620","91,130","98,890",,
CA,36084,"Oakland-Hayward-Berkeley, CA Metropolitan Division",47-2042,"Floor Layers, Except Carpet, Wood, and Hard Tiles",detailed,**,**,**,**,23.38,"48,630",20.1,15.76,17.51,21.00,31.23,35.88,"32,770","36,430","43,670","64,950","74,620",,
CA,36084,"Oakland-Hayward-Berkeley, CA Metropolitan Division",47-2044,Tile and Marble Setters,detailed,260,41.4,0.250,0.99,23.07,"47,990",12.0,11.04,14.38,25.04,29.10,34.23,"22,960","29,920","52,080","60,520","71,200",,
CA,36084,"Oakland-Hayward-Berkeley, CA Metropolitan Division",47-2051,Cement Masons and Concrete Finishers,detailed,"1,400",18.6,1.329,1.12,25.89,"53,850",3.7,16.60,19.94,24.60,29.88,37.41,"34,530","41,480","51,160","62,160","77,820",,
CA,36084,"Oakland-Hayward-Berkeley, CA Metropolitan Division",47-2053,Terrazzo Workers and Finishers,detailed,**,**,**,**,24.86,"51,700",19.4,15.82,17.25,21.34,33.59,36.87,"32,900","35,880","44,380","69,870","76,690",,
CA,36084,"Oakland-Hayward-Berkeley, CA Metropolitan Division",47-2061,Construction Laborers,detailed,"6,930",7.4,6.571,1.02,23.19,"48,240",2.6,14.85,17.12,22.32,28.05,33.34,"30,880","35,610","46,430","58,330","69,340",,
CA,36084,"Oakland-Hayward-Berkeley, CA Metropolitan Division",47-2071,"Paving, Surfacing, and Tamping Equipment Operators",detailed,260,48.8,0.245,0.64,26.03,"54,140",4.8,20.25,22.56,25.52,29.09,34.08,"42,120","46,930","53,090","60,510","70,900",,
CA,36084,"Oakland-Hayward-Berkeley, CA Metropolitan Division",47-2072,Pile-Driver Operators,detailed,100,27.4,0.099,3.73,40.40,"84,040",2.7,32.94,37.16,41.54,45.38,47.71,"68,520","77,300","86,400","94,390","99,240",,
CA,36084,"Oakland-Hayward-Berkeley, CA Metropolitan Division",47-2073,Operating Engineers and Other Construction Equipment Operators,detailed,"2,190",7.7,2.080,0.81,35.18,"73,180",2.9,22.41,28.99,34.55,39.50,47.54,"46,620","60,300","71,870","82,150","98,880",,
CA,36084,"Oakland-Hayward-Berkeley, CA Metropolitan Division",47-2081,Drywall and Ceiling Tile Installers,detailed,"1,980",17.9,1.877,2.93,38.47,"80,010",8.4,17.94,24.30,40.11,47.18,65.90,"37,310","50,540","83,420","98,140","137,060",,
CA,36084,"Oakland-Hayward-Berkeley, CA Metropolitan Division",47-2082,Tapers,detailed,480,10.6,0.455,3.58,37.21,"77,400",3.7,23.36,31.62,40.33,45.12,48.01,"48,590","65,780","83,880","93,850","99,860",,
CA,36084,"Oakland-Hayward-Berkeley, CA Metropolitan Division",47-2111,Electricians,detailed,"4,580",13.9,4.344,1.01,37.97,"78,970",4.0,21.10,28.54,37.92,47.47,56.64,"43,890","59,370","78,870","98,740","117,810",,
CA,36084,"Oakland-Hayward-Berkeley, CA Metropolitan Division",47-2121,Glaziers,detailed,**,**,**,**,24.62,"51,200",7.1,15.08,17.33,22.46,28.92,42.00,"31,360","36,040","46,710","60,160","87,360",,
CA,36084,"Oakland-Hayward-Berkeley, CA Metropolitan Division",47-2131,"Insulation Workers, Floor, Ceiling, and Wall",detailed,**,**,**,**,38.98,"81,080",4.3,23.05,34.94,42.08,45.99,48.34,"47,940","72,680","87,520","95,670","100,550",,
CA,36084,"Oakland-Hayward-Berkeley, CA Metropolitan Division",47-2132,"Insulation Workers, Mechanical",detailed,440,13.4,0.419,1.97,28.29,"58,840",5.3,16.06,18.51,24.27,34.75,51.61,"33,410","38,490","50,480","72,270","107,340",,
CA,36084,"Oakland-Hayward-Berkeley, CA Metropolitan Division",47-2141,"Painters, Construction and Maintenance",detailed,"3,070",9.1,2.913,1.88,25.07,"52,150",6.2,15.29,17.43,23.50,32.90,36.91,"31,790","36,260","48,890","68,430","76,770",,
CA,36084,"Oakland-Hayward-Berkeley, CA Metropolitan Division",47-2151,Pipelayers,detailed,330,46.6,0.309,1.05,28.35,"58,980",5.1,18.96,24.22,30.07,33.93,36.31,"39,430","50,370","62,550","70,560","75,520",,
CA,36084,"Oakland-Hayward-Berkeley, CA Metropolitan Division",47-2152,"Plumbers, Pipefitters, and Steamfitters",detailed,"3,410",9.3,3.233,1.14,37.18,"77,330",4.5,19.37,25.59,33.96,50.30,60.53,"40,280","53,220","70,640","104,630","125,910",,
CA,36084,"Oakland-Hayward-Berkeley, CA Metropolitan Division",47-2161,Plasterers and Stucco Masons,detailed,200,34.6,0.194,1.20,22.51,"46,820",13.1,10.40,11.58,22.83,31.59,36.30,"21,640","24,100","47,480","65,710","75,510",,
CA,36084,"Oakland-Hayward-Berkeley, CA Metropolitan Division",47-2171,Reinforcing Iron and Rebar Workers,detailed,230,47.8,0.222,1.53,23.78,"49,470",12.2,13.07,14.84,21.45,33.38,37.46,"27,180","30,870","44,620","69,430","77,910",,
CA,36084,"Oakland-Hayward-Berkeley, CA Metropolitan Division",47-2181,Roofers,detailed,"1,550",18.0,1.471,1.85,22.85,"47,530",3.5,16.02,19.19,23.34,27.01,29.28,"33,310","39,910","48,550","56,180","60,890",,
CA,36084,"Oakland-Hayward-Berkeley, CA Metropolitan Division",47-2211,Sheet Metal Workers,detailed,"1,200",22.4,1.135,1.15,29.96,"62,320",7.0,15.64,20.12,26.25,34.51,54.24,"32,530","41,850","54,590","71,780","112,820",,
CA,36084,"Oakland-Hayward-Berkeley, CA Metropolitan Division",47-2221,Structural Iron and Steel Workers,detailed,830,31.1,0.788,1.69,27.16,"56,490",5.7,16.50,19.99,26.22,34.49,39.82,"34,320","41,570","54,530","71,740","82,820",,
CA,36084,"Oakland-Hayward-Berkeley, CA Metropolitan Division",47-2231,Solar Photovoltaic Installers,detailed,560,37.7,0.528,10.59,20.20,"42,020",7.2,14.34,16.13,18.70,23.04,28.10,"29,820","33,550","38,900","47,920","58,460",,
CA,36084,"Oakland-Hayward-Berkeley, CA Metropolitan Division",47-3012,Helpers--Carpenters,detailed,120,39.1,0.109,0.40,16.02,"33,330",10.1,10.07,12.14,15.63,18.15,25.65,"20,950","25,240","32,500","37,740","53,360",,
CA,36084,"Oakland-Hayward-Berkeley, CA Metropolitan Division",47-3013,Helpers--Electricians,detailed,270,38.7,0.252,0.49,17.95,"37,330",9.6,12.51,13.80,17.61,21.95,24.17,"26,010","28,690","36,640","45,650","50,280",,
CA,36084,"Oakland-Hayward-Berkeley, CA Metropolitan Division",47-3014,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",detailed,140,42.7,0.133,1.66,14.97,"31,140",2.9,12.09,12.86,14.16,16.59,20.66,"25,140","26,760","29,440","34,500","42,970",,
CA,36084,"Oakland-Hayward-Berkeley, CA Metropolitan Division",47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",detailed,330,38.8,0.311,0.77,16.45,"34,210",7.1,12.41,13.33,14.88,17.54,21.47,"25,820","27,730","30,960","36,480","44,660",,
CA,36084,"Oakland-Hayward-Berkeley, CA Metropolitan Division",47-3019,"Helpers, Construction Trades, All Other",detailed,**,**,**,**,17.19,"35,760",16.7,9.44,10.82,13.98,21.97,28.68,"19,630","22,500","29,090","45,690","59,660",,
CA,36084,"Oakland-Hayward-Berkeley, CA Metropolitan Division",47-4011,Construction and Building Inspectors,detailed,"1,230",16.6,1.165,1.76,43.30,"90,070",2.9,27.72,36.66,43.41,49.01,59.65,"57,660","76,260","90,290","101,940","124,070",,
CA,36084,"Oakland-Hayward-Berkeley, CA Metropolitan Division",47-4021,Elevator Installers and Repairers,detailed,350,34.0,0.335,2.20,*,*,*,*,*,*,*,*,*,*,*,*,*,,
CA,36084,"Oakland-Hayward-Berkeley, CA Metropolitan Division",47-4041,Hazardous Materials Removal Workers,detailed,"1,050",15.2,0.995,3.22,18.90,"39,300",2.9,13.12,15.39,18.50,22.10,25.50,"27,280","32,010","38,470","45,960","53,050",,
CA,36084,"Oakland-Hayward-Berkeley, CA Metropolitan Division",47-4051,Highway Maintenance Workers,detailed,510,15.6,0.480,0.47,28.61,"59,500",4.6,18.81,20.86,26.79,35.23,42.99,"39,130","43,380","55,730","73,280","89,410",,
CA,36084,"Oakland-Hayward-Berkeley, CA Metropolitan Division",47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,detailed,220,28.8,0.208,1.06,26.41,"54,930",6.1,16.71,20.37,25.19,31.10,39.38,"34,750","42,370","52,400","64,690","81,920",,
CA,36084,"Oakland-Hayward-Berkeley, CA Metropolitan Division",47-4099,"Construction and Related Workers, All Other",detailed,90,40.3,0.083,0.35,20.07,"41,740",12.8,12.79,13.98,18.04,26.29,28.78,"26,600","29,080","37,520","54,680","59,870",,
,,,,,,,,,,,,,,,,,,,,,,,,
CA,36084,"Oakland-Hayward-Berkeley, CA Metropolitan Division",47-0000,Construction and Extraction Occupations,major,"48,530",2.7,46.043,1.16,30.71,"63,890",1.6,15.90,20.49,28.70,39.17,48.47,"33,060","42,630","59,690","81,460","100,810",,
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",47-0000,Construction and Extraction Occupations,major,"29,930",4.1,29.347,0.74,33.42,"69,510",3.2,15.65,20.90,30.64,44.28,56.40,"32,550","43,470","63,730","92,110","117,310",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",47-0000,Construction and Extraction Occupations,major,"33,540",3.9,33.152,0.83,29.86,"62,110",1.7,15.63,20.53,27.98,37.15,47.94,"32,500","42,710","58,200","77,270","99,720",,
CA,42100,"Santa Cruz-Watsonville, CA",47-0000,Construction and Extraction Occupations,major,"2,900",4.9,32.389,0.82,26.01,"54,100",2.7,14.95,18.47,25.08,30.04,41.07,"31,100","38,420","52,170","62,490","85,420",,
CA,42200,"Santa Maria-Santa Barbara, CA",47-0000,Construction and Extraction Occupations,major,"6,510",5.5,35.954,0.91,26.19,"54,470",2.5,14.04,17.82,24.17,30.42,42.54,"29,210","37,060","50,270","63,270","88,480",,
CA,42220,"Santa Rosa, CA",47-0000,Construction and Extraction Occupations,major,"8,470",3.7,45.084,1.13,28.59,"59,460",1.9,16.56,21.10,27.22,34.76,43.83,"34,440","43,880","56,620","72,300","91,180",,
CA,46700,"Vallejo-Fairfield, CA",47-0000,Construction and Extraction Occupations,major,"6,690",7.5,53.508,1.35,27.30,"56,790",2.2,14.89,18.26,26.24,34.26,43.44,"30,970","37,980","54,570","71,250","90,350",,
